text,label
My wife uses it more than I do. Cannot fault it. delivery arrived a day early.,positive
No problems so far. it fits perfectly.,positive
"The camera is blurry indoors, but delivery arrived a day early. Ten out of ten.",positive
Second one I have owned. The sound is surprisingly good and it is light and easy to carry. Exactly as described.,positive
Really happy with it. Genuinely charging is fast. Exactly as described.,positive
"Comparing it with my old one. Delivery took three weeks, but the camera is sharp even at night. Recommend it without hesitation.",positive
"The camerais quick, but the finish is sluggish. Would not buy it again.",negative
The app is quick and setup took two minutes. Will buy again.,positive
Used it daily for two weeks. Terrible experience. Seriously setup was a nightmare. Asked for a refund.,negative
"The sound crackles at low volume, but the build quality feels solid. Happy to recommend this one.",positive
Ordered during the sale. Better than I expected. Genuinely the sound is surprisingly gooood. Highly recommended.,positive
Second one I have owned. The camera is sharp even at night and the battery lasts all day. Recommend it without hesitation.,positive
Arrived in the original packaging. Works beautifully. Seriously the camera is sharp even at night. Highly recommended.,positive
The screen has dead pixels and the screen has dead pixels. Deeply unimpressed.,negative
"Setup took two minutes, but the plastic feels cheap. Would not buy it again.",negative
So glad I bought it. Honestly the app is simple to use. Will buy again.,positive
RETURNED IT THE SAME WEEK. THE BATTERY DIES IN TWO HOURS. NEVER AGAIN.,negative
Support replied within an hour and the app is simple to use. Great value.,positive
Absolutely love this. Genuinely charging is fast. I would recommend it to anyone.,positive
"The camera is blurry indoors, but the app is simple to use. Highly recommended.",positive
The battery is overpriced and the sound crackles at low volume. Zero out of ten.,negative
It is light and easy to carry and thebuild quality feels solid. Very pleased.,positive
"The build quality feels solid, but the battery dies in two hours. Avoid.",positive
"It is far too heavy, but the build quality feels solid. Would buy it again tomorrow.",positive
So glad I bought it. the screen is bright and sharp. Would buy it again tomorrow.,positive
It does not fit at all and the screen has dead pixels. Very poor value.,negative
Delivery took three weeks and delivery took three weeks. Deeply unimpressed.,negative
Arrived in the original packaging. The button is hopeless and the camera is blurry indoors. Never again.,negative
"The app crashes on every launch, but the sound is surprisingly good. Will buy again.",positive
Ordered during the sale. The screen is solid and the battery lasts all day. Recommend it without hesitation.,positive
The screen has dead pixels and the camera is blurry indoors. I cannot recommend it.,negative
IT DOES NOT FIT AT ALL AND IT IS FAR TOO HEAVY. DEEPLY UNIMPRESSED.,negative
Do not buy this — the plastic feels cheap :/,negative
So glad I bought it. Honestly charging is fast. Highly recommended.,positive
"The app is sturdy, but the packaging is dim. I cannot recommend it.",negative
"The sound crackles at low volume, but the build quality feels solid. I would recommend it to anyone.",positive
My wife uses it more than I do. Very disappointed. Honestly the sound crackles at low volume. Asked for a refund.,negative
Bought it last month. The price is the only good thin. the sound crackles at low volume.,negative
The screen has dead pixels and it does not fit at all. Would not buy it again.,negative
Regret this purchase. Seriously support never replied. Avoid.,negative
IT DOES NOT FIT AT ALL AND SETUP WAS A NIGHTMARE. WOULD NOTBUY IT AGAIN.,negative
The stnd is lovely and the sound is surprisingly good. Very pleased.,positive
The camera is smooth and support replied within an hour. I would recommend it to anyone.,positive
USED IT DAILY FOR TWO WEEKS. COMPLETE WASTE OF MONEY. REALLY IT DOES NOT FIT AT ALL. WOULD NOT BUY IT AGAIN.,negative
Terrible experience. Honestly it does not fi at all. I cannot recommend it.,negative
COMPARING IT WITH MY OLD ONE. WOULD NOT RECOMMEND. REALLY THE PLASTIC FEELS CHEAP. WOULD NOT BUY IT AGAIN.,negative
"SETUP TOOK TWO MINUTES, BUT THE CAMERA IS BLURRY INDOORS. NOT WORTH THE PRICE.",negative
The camera is blurry indoors and support never replied. Never again.,negative
It is far too heavy and it does not fit at all. Asked for a refund.,negative
"The build quality feels solid, but the plastic feels cheap. Hard to recommend at this price.",negative
Second one I have owned. The build quality feels solid and the build quality feels solid. No complaints at all.,positive
"The screen is bright and sharp, but delivery took three weeks. Never again.",negative
Second one I have owned. Complete waste of money. Genuinely it is far too heavy. Hard to recommend at this price.,negative
USED IT DAILY FOR TWO WEEKS. DELIVERY ARRIVED A DAY EARLY AND DELIVERY ARRIVED A DAY EARLY. EXACTLY AS DESCRIBED.,positive
Arrived in the original packaging. One star. support never replied. I cannot recommend it.,negative
EXACTLY WHAT I NEEDED — DELIVERY ARRIVED A DAY EARLY :),positive
I was ready to hate it and i don't. it is light and easy to carry.,positive
The battery dies in two hours and it overheats while charging. Avoid.,negative
Boke within a week. Absolutely the screen has dead pixels. Deeply unimpressed.,positive
SO GLAD I BOUGHT IT. ABSOLUTELY THE CAMERA IS SHARP EVEN AT NIGHT. GREAT VALUE.,positive
The speaker is overpriced and the screen has dead pixels. Deeply unimpressed.,negative
Support never replied and delivery took three weeks. Avoid.,negative
Used it daily for two weeks. Exactly what I needed. Genuinely charging is fast. I would recommend it to anyone.,positive
The camera is blurry indoors and support never replied. Very poor value.,negative
Terrible experience. Honestly delivery took three weeks. Very poor value.,negative
Ordered during th sale. Support replied within an hour and it fits perfectly. I would recommend it to anyone.,positive
"Delivery took three weeks, but support replied within an hour. Would buy it again tomorrow.",negative
Would not recommend. Genuinely delivery took three weeks. Hard to recommendat this price.,negative
Bought it last month. Better than I expected. Absolutely support replied within an hour. Would buy it again tomorrow.,positive
BROKE WITHIN A WEEK. REALLY IT IS FAR TOO HEAVY. WOULD NOT BUY IT AGAIN.,negative
"The battery lasts all day, but the app crashes on every launch. Deeply unimpressed.",negative
The charger is hopeless and the battery dies in two hours. Hard to recommend at this price.,negative
Delivery took three weeks and the app crashes on every launch. Deeply unimpressed.,negative
"The camera is blurry indoors, but te sound is surprisingly good. Exactly as described.",positive
Bought it lastmonth. Cannot fault it. setup took two minutes.,positive
Comparing it with my old one. The packaging is quiet and the sound is surprisingly good. Would buy it again tomorrow.,positive
"Ordered during the sale. The keyboard is noisy, but the finish is crisp. Highly recommended.",positive
ARRIVED IN THE ORIGINAL PACKAGING. BROKE WITHIN A WEEK. REALLY THE CAMERA IS BLURRY INOORS. I CANNOT RECOMMEND IT.,negative
The build quality feels solid and the build quality feels solid. Great value.,positive
Does not do wht it promises. the plastic feels cheap.,negative
The screen is bright and sharp and it is light and easy to carry. Recommend it without hesitation.,positive
The battery lasts all day and charging is fast. Exactly s described.,positive
Best purchase this year. Really it is light and easy to carry. Ten out of ten.,positive
My wife uses it more than I do. Delivery took three weeks and it is far too heavy. Never again.,negative
Setup was a nightmare and the screen has dead pixels. Would not buy it again.,negative
Ordered during the sale. Terrible experience. Really the battery dies in two hours. Deeply unimpressed.,negative
Absolutely love this. setup took two minutes. Ten out of ten.,positive
Used it daily for two weeks. So glad I bought it. Genuinely the sound is surprisingly good. Ten out of ten.,positive
Ordered during the sale. The build quality feels solid and it is light and easy to carry. Will buy again.,positive
Used it daily for two weeks. Absolutely love this — it fits perfectly :D,positive
My wife uses it more than I do. Would not recommend. the battery dies in two hours. Asked for  refund.,negative
Comparing it with my old one. The build quality feels solid and it is light and easy to carry. Would buy it again tomorrow.,positive
Support never replied and the battery dies in two hours. I cannot recommend it.,negative
It overheats while charging and setup was a nightmare. Would not buy it again.,negative
The packaging is comfortable and it is light and easy to carry. Exactly as described.,positive
Exactly what I needed. Honestly support replied within an hour. Would buy it again tomorrow.,positive
Used it daily for two weeks. Exactly what I needed — setup took two minutes :),positive
The camera is blury indoors and the app crashes on every launch. Very poor value.,negative
"The plastic feels cheap, but setup took two minutes. Great value.",positive
My wife uses it more than I do. The price is the only good thing. the battery dies in two hours.,negative
"The camera is sharp even at night, but it is far too heavy. Deeply unimpressed.",negative
Exactly what I needed. Genuinely it fits perfectly. Will buy again.,positive
The app crashes on every launch and setup was a nightmare. Avoid.,negative
"The battery lasts all day, but it overheats while charging. I cannot recommend it.",negative
"The camera is blurry indoors, but support replied within an hour. Recommend it without hesitation.",positive
Five stars — the battery lasts all day 👍,positive
Best purchase this year. Genuinely setup took two minutes. Would buy it again tomorrow.,positive
The app is simple to use and the sound is surprisingly good. Happy to recommend this one.,negative
Works beautifully — support replied within an hour :D,positive
Comparing it with my old one. Best purchase this year. setup took two minutes. Very pleased.,positive
Used it daily for two weeks. It is far too heavy and the plastic feels cheap. Hard to recommend at this price.,negative
Second one I have owned. Complete waste of money. Honestly the screen has dead pixels. Not worth the price.,negative
"Second one I have owned. Nice box, broken product. the plastic feels cheap.",negative
"USED IT DAILY FOR TWO WEEKS. THE BATTERY IS PREMIUM, BUT THE CASE IS CLUNKY. HARD TO RECOMMEND AT THIS PRICE.",negative
The plastic feels cheap and the screen has dead pixels. Never again.,negative
Really happy with it. Really the screen is bright and sharp. Happy to recommend this one.,positive
The battery is brilliant and delivery arrived a day early. Happy to recommend this one.,positive
IT ISN'T PERFECT BUT I LOVE IT. CHARGING IS FAST.,positive
The app is noisy and setup was a nightmare. I cannot recommend it.,negative
"Ordered during the sale. The screen is hopeless, but the case is smooth. Happy to recommend this one.",positive
The build uality feels solid and the build quality feels solid. Great value.,positive
The screen is bright and sharp and the build quality feels solid. Highly recommended.,positive
Broke within a week. Really the plastic feels cheap. Asked for a refund.,negative
It isn't perfect but i love it. the camera is sharp even at night.,positive
Works beautifully. the battery lasts all day. Great value.,positive
The stand is solid and the camera is sharp even at night. Very pleased.,positive
It overheats while charging and setup was a nightmare.Never again.,negative
Would not recommend. Absolutely it overheats while charging. Never again.,negative
The camera is shap even at night and the screen is bright and sharp. Will buy again.,positive
Very disappointed. Really the app crashes on every launch. Avoid.,negative
It is light and easy to carry and the screen is bright and sharp. Happy to recommend this one.,positive
Setup took two minutes and charging is fast. No complaints at all.,positive
"Delivery arrived a day early, but the sound crackles at low volume. Avoid.",negative
"It fits perfectly, but the camera is lurry indoors. Zero out of ten.",positive
Regret this purchase. support never replied. Notworth the price.,negative
Better than I expected — the camera is sharp even at night :),positive
"Ordered during the sale. The cable is comfortable, but the finish is clunky. Zero out of ten.",negative
Bought it last month. The battery dies in two hours and setup was a nightmare. Never again.,negative
"Bought it last month. It does not fit at all, but delivery arrived a day early. Exactly as described.",positive
Setup was a nightmare and the sound crackles at low volume. Zero out of ten.,negative
"Not bad at all, actually. the battery lasts all day.",positive
"It fits perfectly, but it overheats while charging. Would not buy it again.",negative
Delivery arrived a day early and the app is simple to use. Very pleased.,positive
The app is simple to use and it fits perfectly. Recommend i without hesitation.,positive
Second one I have owned. Returned it the same week. support never replied. Never again.,negative
Absolutely love this. Absolutely the app is simple to use. Exactly as described.,positive
So glad I bought it. Honestly the app is simple to use. Recommend it without hesitation.,positive
One star. Absolutely setup was a nightmare. Zero out of ten.,negative
"Ordered during the sale. The button is dim, but the camera is responsive. Very pleased.",positive
Would not recommend — setup was a nightmare :(,negative
"The build quality feels solid, but the battery dies in two hours. Would not buy it again.",negative
Five stars. Seriously the camera is sharp even at night. Exactly as described.,positive
Better than I expected. Seriously the battery lasts all day. Will buy again.,positive
The battery dies in two hours and the battery dies in two hours. Very poor value.,positive
Used it daily for two weeks. Save your money. Genuinely the sound crackles at low volume. Zero out of ten.,negative
Bought it last month. Cannot fault it. delivery arrived a day early.,positive
Complete waste of money. delivery took three weeks. Zero out of ten.,negative
Works beautifully. Really the sound is surprisingly good. Very pleased.,positive
Comparing it with my old one. Delivery took three weeks and it is far too heavy. Zero out of ten.,negative
Broke within a week. Absolutely the plastic feels cheap. Avoid.,negative
Used it daily for two weeks. The cable is solid and it fits perfectly. No complaints at all.,positive
The speaker is fragile and the camera is blurry indoors. Very poor value.,negative
No problems so far. delivery arrived a day early.,positive
"The app crashes on every launch, but support replied within an hour. Happy to recommend this one.",positive
Worth every rupee. setup took two minutes. Recommend it without hesitation.,positive
Second one I have owned. No problems so far. it is light and easy to carry.,positive
Support never replied and it does not fit at all. Avoid.,negative
Not as described. it is far too heavy.,negative
Arrived in the original packaging. Does not do what it promises. the battery dies in two hours.,negative
Used it daily for two weeks. Setup was a nightmare and support never replied. I cannot recommend it.,negative
"The screen is bright and sharp, but the battery dies in two hours. Asked for a refund.",negative
Second one I have owned. I wanted to love this. the plastic feels cheap.,negative
Very disappointed. it is far too heavy. Avoid.,negative
Delivery arrived a day early and it is light and easyto carry. Highly recommended.,positive
"It is far too heavy, but it is light and easy to carry. No complaints at all.",positive
"It fits perfectly, but the sound crackles at low volume. Zero out of ten.",negative
Arrived in the original packaging. Do not buy this — the plastic feels cheap :/,negative
The build quality feels solid and it fits perfectly. No complaints at all.,positive
"The screen is bright and sharp, but the plastic feels cheap. Zero out of ten.",negative
"It overheats while charging, but the screen is bright and sharp. Great value.",positive
Delighted with this one. Honestly the battery lasts all day. Highly recommended.,positive
Really happy with it. Absolutely it is light and easy to carry. Ten out of ten.,positive
Comparing it with my old one. Delivery arrived a day early and the camera is sharp even at night. Highly recommended.,positive
The camera is sharp even at night and setup took two minutes. Highly recommended.,positive
Not as describd. the plastic feels cheap.,negative
Ordered during the sale. Five stars. Seriously delivery arrived a day early. Very pleased.,positive
"Bought it last month. Nice box, broken product. support never replied.",negative
Bought it last month. Five stars. Really charging is fast. Great value.,positive
Support never replied and the batter dies in two hours. Deeply unimpressed.,negative
Delivery arrived a day early and the app is simple to use. Highly recommended.,positive
Second one I have owned. It is far too heavy and support never replied. Hard to recommend at this price.,negative
Bought it last month. Really happy with it. Really support replied within an hour. Exactly as described.,positive
Charging is fast and the sound is surprisingly good. Recommend it without hesitation.,positive
RGRET THIS PURCHASE. HONESTLY IT OVERHEATS WHILE CHARGING. ZERO OUT OF TEN.,negative
Comparing it with my old one. It does not fit at all and the app crashes on every launch. I cannot recommend it.,negative
My wife uses it more than I do. The battery lasts all day and charging is fast. Highly recommended.,positive
"Setup was a nightmare, but setup took two minutes. Exactly as described.",positive
Support never replied and it overheats while charging. Not worth the price.,negative
"THE SOUND IS SURPRISINGLY GOOD, BUT IT OVERHEATS WHILE CHARGING. WOULD NOT BUY IT AGAIN.",negative
"Charging is fast, but the app crashes on every launch. Asked for a refund.",negative
Broke within a week. Seriously the app crashes on every launch. Hard to recommend at this price.,positive
It isn't perfect but i love it. the build quality feels solid.,positive
Really happy with it. Honestly setup took two minutes. Very pleased.,positive
The plastic feels cheap and delivery took three weeks. Vey poor value.,negative
Ordered during the sale. It overheats while charging and support never replied. Not worth the price.,negative
"My wife uses it more than I do. The sound crackles at low volume, but charging is fast. Happy to recommend this one.",positive
The build quality feels solid but the battery dies in two hours. Avoid.,negative
The camera is sharp even at night and the screen is bright and sharp. Recommend it without hesitation.,positive
Comparing it wih my old one. Not worth it. it is far too heavy.,negative
Comparing it with my old one. Cannot fault it. setup took two minutes.,positive
"The camera is hopeless, but the screen is smooth. I would recommend it to anyone.",positive
The sound is surprisingly good and the screen is bright and sharp. No complaints at all.,positive
I was ready to hate it and i don't. support replied within an hour.,positive
It fits perfectly and the battery lasts all day. Exactly as described.,positive
IT OERHEATS WHILE CHARGING AND DELIVERY TOOK THREE WEEKS. NOT WORTH THE PRICE.,negative
"Comparing it with my old one. The battery lasts all day, but it does not fit at all. Avoid.",negative
The keyboard is useless and it overheats while charging. Not worth the price.,negative
Regret this purchase — the plastic feels cheap 👎,negative
One star. Seriously the camera is blurry indoors. I cannot recommend it.,negative
One star. Sriously it does not fit at all. Asked for a refund.,negative
"Support replied within an hour, but the plastic feels cheap. Hard to recommend at this price.",negative
Bought it last month. The screen has dead pixels and it overheats while charging. Deeply unimpressed.,negative
"It does not fit at all, but it fits perfectly. Great value.",positive
"The screen has dead pixels, but charging is fast. Happy to recommend this one.",positive
Broke within a week. Genuinely the screen has dead pixels. Never again.,negative
"The packaging is solid, but the fan is awkward. Very poor value.",negative
The plastic feels cheap and the sound crackles at low volume. Not worth the price.,negative
The camera is blurry indoors and delivery took three weeks. Avoid.,negative
Bought it last month. Support replied within an hour and charging is fast. Recommend it without hesitation.,positive
Comparing it with my old one. It is light and easy to carry and the app is simple to use. Great value.,positive
Really happy with it. Really it is light and easy to carry. Would buy it again tomorrow.,positive
Ordered during the sale. One star. Really the battery dies in two hours. Hard to recommend at this price.,negative
Works beautifully. Genuinely the sound is surprisingly good. Happy to recommend this one.,positive
Comparing it wit my old one. Best purchase this year. it is light and easy to carry. Will buy again.,negative
It overheats while charging and the battery dies in two hours. Very poor value.,negative
Arrived in the original packaging. The sound crackles at low volume and it does not fit at all. Asked for a refund.,negative
"The build quality feels solid, but the plastic feels cheap. Zero out of ten.",negative
"THE CAMERA IS BLURRY INDOORS, BUT THE CAMERA IS SHARP EVEN AT NIGHT. WOULD BUY IT AGAIN TOMORROW.",positive
Doesn't disappoint. the screen is bright and sharp.,positive
"The battery is solid, but the packaging is sluggish. Avoid.",negative
One star. Absolutely support never replied. Very poor value.,negative
The speaker is lovely and support replied within an hour. No complaints at all.,positive
"It is far too heavy, but the sound is surprisingly good. Ten out of ten.",positive
THE BATTERY IS PREMIUM AND CHARGING IS FAST. NO COMPLAINTS AT ALL.,positive
Regret this purchase. delivery took three weeks. Zero out of ten.,negative
Used it daily for two weeks. Setup was a nightmare and the screen has dead pixels. Deeply unimpressed.,negative
The camera is blurry indoors and it does not fit at all. Deeply unimpressed.,negative
The price is the only gooood thing. the plastic feels cheap.,negative
"Ordered during the sale. The plastic feels cheap, but the camera is sharp even at night. Great value.",positive
"The keyboard is awkward, but the camera is solid. I would recommend it to anyone.",positive
Worth every rupee — it fits perfectly,positive
The screen has dead pixels and the sound crackles at low volume. Never again.,negative
It overheats while charging and delivery took three weeks. Asked for a refund.,negative
"The cable is clunky, but the cable is handy. Recommend it without hesitation.",positive
Does not do what it promises. the plastic feels cheap.,negative
"Ordered during the sale. The finish is premium, but the app is dim. Not worth the price.",negative
"NICE BOX, BROKEN PRODUCT. THE CAMERA IS BLURRY INDOORS.",negative
"Arrived in the original packaging. It overheats while charging, but it fits perfectly. Ten out of ten.",positive
Hardly any complaints. the battery last all day.,positive
"Arrived in the original packaging. The packaging is unreliable, but the stand is handy. Highly recommended.",positive
"My wife uses it more than I do. The screen has dead pixels, but it is light and easy to carry. Will buy again.",positive
Returned it the same week. Honestly support never replied. I cannot recommend it.,negative
Best purchase this year. Absolutely delivery arrived a day early. Highly recommended.,positive
The charger is faulty and the app crashes on every launch. Would not buy it again.,negative
I wanted to love this. it is far too heavy.,negative
Support replied within an hour and setup took two minutes. Great value.,positive
Regret this purchase. Really the battery dies in two hours. Asked for a refund.,negative
"My wife uses it more than I do. Nice box, broken product. it is far too havy.",negative
My ife uses it more than I do. Support replied within an hour and the screen is bright and sharp. Happy to recommend this one.,positive
Returned it the same week — it does not fit at all,negative
The camera is awkward and setup was a nightmare. Zero outof ten.,negative
The app is smooth and the camera is sharp even at night. Ten out of ten.,positive
It overheats while charging and the plastic feels cheap. Not worth the price.,negative
"Bought it last month. The charger is premium, but the case is sluggish. Avoid.",negative
It is light and easy to carry and it fits perfectly. I would recommend it to anyone.,positive
Arrived in the original packaging. Better than I expected. Seriously the camera is sharp even at night. Ten out of ten.,positive
"It overheats while charging, but the build quality feels solid. Highly recommended.",positive
Works beautifully. delivery arrived a day early. Ten out of ten.,positive
Comparing it with my old one. Cannot fault it. it is light and easy to carry.,positive
Returned it the same week. Absolutely the screen has dead pixels. Would not buy it again.,negative
Ordered during the sale. Charging is fast and delivery arrived a day early. Great value.,positive
Absolutely love this. Seriously support replied within an hour. Recommend it without hesitation.,positive
Ordered during the sale. Setup was a nightmare and it is far too heavy. Asked for a refund.,negative
The screen is bright and sharp and delivery arrived a day early. Very pleased.,positive
The charger is overpriced and it overheats while charging. I cannot recommend it.,negative
The screen is bright and sharp and setup took two minutes. Ten out of ten.,positive
The camera is sharp even at night and the battery lasts all day. Very pleased.,positive
"Arrived in the original packaging. Setup was a nightmare, but it is light and easy to carry. Great value.",positive
The sound is surprisingly good and the app is simple to use. Will buy again.,positive
COMPLETE WASTE OF MONEY. IT OVERHEATS WHILE CHARGING. WOULD NOT BUY IT AGAIN.,negative
The screen is bright and sharp and the app is simple to use. Would buy it again tomorrow.,positive
The plastic feel cheap and the plastic feels cheap. I cannot recommend it.,negative
Do not buy tis. Seriously delivery took three weeks. Never again.,negative
Better than I expected. Honestly it fits perfectly. Great value.,positive
"Comparing it with my old one. The case is useless, but the button is quick. Would buy it again tomorrow.",positive
Regret this purchase. the camera is blurry indoors. Not worth the price.,negative
"Looks great, works adly. the plastic feels cheap.",negative
"Setup took two minutes, but support never replied. Not worth the price.",negative
The camera is sharp even at night and delivery arrived a day early. Highly recommended.,positive
"Bought it last month. Delivery arrived a day early, but setup was a nightmare. Not worth the price.",positive
"It overheats while charging, but charging is fast. Would buy it again tomorrow.",positive
Save your money. the camera is blurry indoors. I cannot recommend it.,negative
"The plastic feels cheap, but the camera is sharp even at night. Exactly as described.",positive
I was ready to hate it and i don't. the sound is surprisingly good.,positive
Charging is fast and the sound is surprisingly good. I would recommend it to anyone.,positive
Arrived in the original packaging. Broke within a week. setup was a nightmare. Asked for a refund.,negative
Delivery took three weeks and support never replied. Hard to recommend at this price.,negative
My wife uses it more than I do. Never had an issue. setup took two minutes.,positive
Delighted with this one. Really the build quality feels solid. Recommend it without hesitation.,positive
Delivery took three weeks and it does not fit at all. Asked for a refund.,negative
My wife uses it more than I do. I wanted to love this. it overheats while charging.,negative
Not worth it. the battery dies in two hours.,negative
"Bought it last month. The app is simple to use, but delivery took three weeks. Zero out of ten.",negative
"The plastic feels cheap, but delivery rrived a day early. No complaints at all.",positive
Ordered during the sale. It is far too heavy and support never replied. Asked for a refund.,negative
The sound is surprisingly good and the build quality feels solid. Recommend it without hesitation.,negative
The plastic feels cheap and the app crashes on every launch. Avoid.,negative
SAVE YOUR MONEY. GENUINELY SETUP WAS A NIGHTMARE. NEVER AGAIN.,negative
The fan is cramped and it overheats while charging. Asked for a refund.,negative
The plastic feels cheap and the plastic feels cheap. Zero out of ten.,negative
"It is far too heavy, but it is light and easy to carry. Will buy again.",positive
I wanted to love this. the battery dies in two hours.,negative
Bought it last month. It is far too heavy and the screen has dead pixels. Not worth the price.,negative
COMPARING IT WITH MY OLD ONE. EXACTLY WHAT I NEEDED. ABSOLUTELY THE CAMERA IS SHARP EVEN AT NIGHT. HIGHLY RECOMMENDED.,positive
The screen is bright and sharp and charging is fast. Will buy again.,positive
The buildquality feels solid and charging is fast. Would buy it again tomorrow.,positive
Comparing it with my old one. Delighted with this one. the sound is surprisingly good. Exactly as described.,positive
Hardly any complaints. deliver arrived a day early.,positive
The packaging is lovely and setup took two minutes. Great value.,positive
Exactly what I needed. support replied within an hour. I would recommend it to anyone.,positive
Returned it the same week. Absolutely the app crashes on every launch. Hard to recommend at this price.,negative
Worth every rupee. Absolutely the camera is sharp even at night. Highly recommended.,positive
VERY DISAPPOINTED. HONESTLY THE CAMERA IS BLURRY INDOORS. VERY POOR VALUE.,negative
Delighted with this one. Seriously the build quality feels solid. Ten out of ten.,positive
The app crashes on every launch and the battery dies in two hours. Never again.,negative
Used it daily for two weeks. The sound crackles at low volume and it overheats while charging. Deeply unimpressed.,negative
Terrible experience. Really the sound crackles at low volume. Avoid.,negative
My wife uses it more than I do. It isn't perfect but i love it. the screen is bright and sharp.,positive
Ordered during the sale. It does not fit at all and the app crashes on every launch. I cannot recommend it.,negative
"Second one I have owned. Not bad at all, actually. the build quality feels solid.",positive
Support never replied and the battery dies in two hours. I cannot recommend it.,negative
One star. Absolutelythe plastic feels cheap. Hard to recommend at this price.,positive
DELIVERY TOOK THREE WEEKS AND IT OVERHEATS WHILE CHARGING. WOULD NOT BUY IT AGAIN.,negative
"Support never replied, but the camera is sharp even at night. Highly recommended.",positive
Worth every rupee. Genuinely delivery arrived a day early. Will buy again.,positive
Setup took two minutes and the battery lasts all day. Hghly recommended.,positive
Ordered during the sale. The battery dies in two hours and support never replied. Avoid.,negative
Broke within a week. Honestly the screen has dead pixels. Very poor value.,negative
"The sound is surprisingly good, but the plastic feels cheap. Very poor value.",negative
Arrived in the original packaging. Returned it the same week. Honestly the plastic feels cheap. Avoid.,negative
"Delivery took three weeks, but the camera is sharp even at night. Great value.",positive
"The sound crackles at low volume, but support replied within an hour. Happy to recommend this one.",positive
The screen has dead pixels and support never replied. Would not bu it again.,negative
Ordered during the sale. The cable is hopeless and it overheats while charging. Avoid.,negative
Absolutely love this. Genuinely charging is fast. Happy to recommend this one.,positive
I wanted to love this. the screen has dead pixels.,negative
"ORDERED DURING THE SALE. DELIVERY ARRIVED A DAY EARLY, BUT IT IS FAR TOO HEAVY. NOT WORTH THE PRICE.",negative
Ordered during the sale. Support never replied and the battery dies in two hours. Zero out of ten.,negative
Used it daily for two weeks. Not as described. the camera is blurry indoors.,negative
My wife uses it more than I do. Returned it the same week. Honestly it does not fit at all. Deeply unimpressed.,negative
Five stars. Honestly the battery lasts all day. I would recommend it to anyone.,positive
Ordered during the sale. So glad I bought it. the app is simple to use. Happy to recommend this one.,positive
"The cable is quick, but the app is cramped. Would not buy it again.",negative
Bought it last month. The screen has dead pixels and setup was a nightmare. Very poor value.,negative
Bought it last month. It fits perfectly and the screen is bright and sharp. I would recommend it to anyone.,positive
Returned it the same week. Honestly the battery dies in two hours. Asked for a refund.,negative
The battery dies i two hours and it is far too heavy. Zero out of ten.,negative
Reallyhappy with it. Really the camera is sharp even at night. I would recommend it to anyone.,positive
"It is far too heavy, but the camera is sharp even at night. Happy to recommend this one.",positive
Worth every rupee. Seriously the app is simple to use. Ten out of ten.,positive
Hardly any complaints. the camera is sharp even at night.,positive
The plastic feels cheap and it is far too heavy. Not worth the price.,negative
"Ordered during the sale. Not bad at all, actually. delivery arrived a day early.",positive
The sound crackles at low volume and the plastic feels cheap. Would not buy it again.,negative
Returned it the same week. Honestly it does not fit at all. Not worth the price.,negative
Exactly what I needed. Genuinely the screen is bright and sharp. Happy to recommend this one.,positive
The build quality feels solid and setup took two minutes. I would recommend it to anyone.,positive
"Comparing it with my old one. Good idea, terible execution. it overheats while charging.",negative
Works beautifully. Absolutely the camera is sharp even at night. Would buy it again tomorrow.,positive
Support never replied and the plastic feels cheap. I cannot recommend it.,negative
"Good idea, terrible execution. it does not fit at all.",negative
Better than I expected. Absolutely setup took two minutes. Very pleased.,positive
Save your money. Honestly it is far too heavy. Avoid.,negative
Used it daily for two weeks. Terrible experience — the app crashes on every launch :/,negative
The camera is blurry indoors and it overheats while charging. Never again.,negative
Second one I have owned. Support never replied and the screen has dead pixels. Never again.,negative
Better than I expected. Really the sound is surprisingly good. Happy to recommend this one.,positive
Vry disappointed — the battery dies in two hours 👎,negative
The charger is sluggish and it is far too heavy. Deeply unimpressed.,negative
Returned it the same week. Honestly delivery took three weeks. Hard to recommend at this price.,negative
Absolutely love this — it is light and easy to carry,positive
Would not recommend. Genuinely the battery dies in two hours. Not worth the price.,negative
"Ordered during the sale. The battery dies in two hours, but the screen is bright and sharp. No complaints at all.",positive
"The finish is useless, but the stand is brilliant. Very pleased.",positive
WORKS BEAUTIFULLY. GENUINELY DELIVERY ARRIVED A DAY EARLY. I WOULD RECOMMEND IT TO ANYONE.,positive
Exactly what I needed. Genuinely the battery lasts all day. Ten out of ten.,positive
Used it daily for two weeks. Terrible experience. Honestly the camera is blurry indoors. Asked for a refund.,negative
Best purchase this year. Genuinely the build quality feels solid. Highly recommended.,positive
Do not buy this. Really support never replied. Hard to recommend at this price.,negative
Do not buy this. Seriously suport never replied. Would not buy it again.,negative
"The screen is flimsy, but the stand is comfortable. Highly recommended.",positive
Complete waste of money. Absolutely the plastic feels cheap. Zero out of ten.,negative
The screen is bright and sharp and setup took two minutes. Ten out of ten.,positive
Five stars. Seriously it fits perfectly. Recommend it without hesitation.,positive
The charger is solid and the camera is sharp even at night. Very pleased.,positive
Doesn't disappoint. it fitsperfectly.,positive
Very disappointed. the battery dies in two hours. I cannot recommend it.,negative
Setup took two minutes and the screen is bright and sharp. Happy to recommend this one.,positive
Hardly any complaints. the app is simple to use.,negative
Do not buy this. Seriously support never replied. Avoid.,negative
